L,M,F,S,HD,Np,CS,DualLink,jesd_mode,Mode
2,4,4,1,0,16,0,False,5B,839
2,4,4,1,0,16,0,True,5B,840
2,4,4,1,0,16,0,False,5B,841
2,4,4,1,0,16,0,True,5B,842
2,4,4,1,0,16,0,False,5B,843
2,4,4,1,0,16,0,True,5B,844
2,4,4,1,0,16,0,False,5B,845
2,4,4,1,0,16,0,True,5B,846
2,4,4,1,0,16,0,False,5B,847
2,4,4,1,0,16,0,True,5B,848
2,4,4,1,0,16,0,False,5B,849
2,4,4,1,0,16,0,True,5B,850
3,6,4,1,0,16,0,False,8B,851
3,6,4,1,0,16,0,True,8B,852
3,6,4,1,0,16,0,False,8B,853
3,6,4,1,0,16,0,True,8B,854
3,6,4,1,0,16,0,False,8B,855
3,6,4,1,0,16,0,True,8B,856
3,6,4,1,0,16,0,False,8B,857
3,6,4,1,0,16,0,True,8B,858
3,6,4,1,0,16,0,False,8B,859
3,6,4,1,0,16,0,True,8B,860
3,6,4,1,0,16,0,False,8B,861
3,6,4,1,0,16,0,True,8B,862
4,8,4,1,0,16,0,False,9B,863
4,8,4,1,0,16,0,True,9B,864
4,8,4,1,0,16,0,False,9B,865
4,8,4,1,0,16,0,True,9B,866
4,8,4,1,0,16,0,False,9B,867
4,8,4,1,0,16,0,True,9B,868
4,8,4,1,0,16,0,False,9B,869
4,8,4,1,0,16,0,True,9B,870
4,8,4,1,0,16,0,False,9B,871
4,8,4,1,0,16,0,True,9B,872
4,8,4,1,0,16,0,False,9B,873
4,8,4,1,0,16,0,True,9B,874
6,12,4,1,0,16,0,False,14B,875
6,12,4,1,0,16,0,False,14B,876
6,12,4,1,0,16,0,False,14B,877
6,12,4,1,0,16,0,False,14B,878
6,12,4,1,0,16,0,False,14B,879
6,12,4,1,0,16,0,False,14B,880
8,16,4,1,0,16,0,False,16B,881
8,16,4,1,0,16,0,False,16B,882
8,16,4,1,0,16,0,False,16B,883
8,16,4,1,0,16,0,False,16B,884
8,16,4,1,0,16,0,False,16B,885
8,16,4,1,0,16,0,False,16B,886
2,2,2,1,0,16,0,False,6B,887
2,2,2,1,0,16,0,True,6B,888
2,2,2,1,0,16,0,False,6B,889
2,2,2,1,0,16,0,True,6B,890
2,2,2,1,0,16,0,False,6B,891
2,2,2,1,0,16,0,True,6B,892
2,2,2,1,0,16,0,False,6B,893
2,2,2,1,0,16,0,True,6B,894
2,2,2,1,0,16,0,False,6B,895
2,2,2,1,0,16,0,True,6B,896
4,4,2,1,0,16,0,False,10B,897
4,4,2,1,0,16,0,True,10B,898
4,4,2,1,0,16,0,False,10B,899
4,4,2,1,0,16,0,True,10B,900
4,4,2,1,0,16,0,False,10B,901
4,4,2,1,0,16,0,True,10B,902
4,4,2,1,0,16,0,False,10B,903
4,4,2,1,0,16,0,True,10B,904
4,4,2,1,0,16,0,False,10B,905
4,4,2,1,0,16,0,True,10B,906
8,8,2,1,0,16,0,False,15B,907
8,8,2,1,0,16,0,False,15B,908
8,8,2,1,0,16,0,False,15B,909
8,8,2,1,0,16,0,False,15B,910
8,8,2,1,0,16,0,False,15B,911
4,2,2,2,0,16,0,False,12B,912
4,2,2,2,0,16,0,True,12B,913
4,2,2,2,0,16,0,False,12B,914
4,2,2,2,0,16,0,True,12B,915
4,2,2,2,0,16,0,False,12B,916
4,2,2,2,0,16,0,True,12B,917
4,2,2,2,0,16,0,False,12B,918
4,2,2,2,0,16,0,True,12B,919
4,2,2,2,0,16,0,False,12B,920
4,2,2,2,0,16,0,True,12B,921
8,4,1,1,1,16,0,False,17B,922
8,4,1,1,1,16,0,False,17B,923
8,4,1,1,1,16,0,False,17B,924
8,4,1,1,1,16,0,False,17B,925
8,4,1,1,1,16,0,False,17B,926
8,2,2,4,0,16,0,False,18B,927
8,2,2,4,0,16,0,False,18B,928
8,2,2,4,0,16,0,False,18B,929
8,2,2,4,0,16,0,False,18B,930
1,4,6,1,0,12,0,False,25C,931
1,4,6,1,0,12,0,False,25C,932
1,4,6,1,0,12,0,True,25C,933
1,4,6,1,0,12,0,True,25C,934
1,4,6,1,0,12,0,False,25C,935
1,4,6,1,0,12,0,True,25C,936
1,4,6,1,0,12,0,False,25C,937
1,4,6,1,0,12,0,False,25C,938
1,4,6,1,0,12,0,True,25C,939
1,4,6,1,0,12,0,True,25C,940
1,4,6,1,0,12,0,False,25C,941
1,4,6,1,0,12,0,True,25C,942
4,8,8,2,0,16,0,False,21C,943
4,8,8,2,0,16,0,True,21C,944
4,8,8,2,0,16,0,False,21C,945
4,8,8,2,0,16,0,True,21C,946
4,8,8,2,0,16,0,False,21C,947
4,8,8,2,0,16,0,True,21C,948
4,8,8,2,0,16,0,False,21C,949
4,8,8,2,0,16,0,True,21C,950
4,8,8,2,0,16,0,False,21C,951
4,8,8,2,0,16,0,True,21C,952
2,4,6,2,0,12,0,False,26C,953
2,4,6,2,0,12,0,True,26C,954
2,4,6,2,0,12,0,False,26C,955
2,4,6,2,0,12,0,True,26C,956
2,4,6,2,0,12,0,False,26C,957
2,4,6,2,0,12,0,True,26C,958
2,4,6,2,0,12,0,False,26C,959
2,4,6,2,0,12,0,True,26C,960
2,4,6,2,0,12,0,False,26C,961
2,4,6,2,0,12,0,True,26C,962
2,4,6,2,0,12,0,False,26C,963
2,4,6,2,0,12,0,True,26C,964
2,4,6,2,0,12,0,False,26C,965
2,4,6,2,0,12,0,True,26C,966
2,4,3,1,0,12,0,False,27C,967
2,4,3,1,0,12,0,True,27C,968
2,4,3,1,0,12,0,False,27C,969
2,4,3,1,0,12,0,True,27C,970
2,4,3,1,0,12,0,False,27C,971
2,4,3,1,0,12,0,True,27C,972
2,4,3,1,0,12,0,False,27C,973
2,4,3,1,0,12,0,True,27C,974
2,4,3,1,0,12,0,False,27C,975
2,4,3,1,0,12,0,True,27C,976
2,4,3,1,0,12,0,False,27C,977
2,4,3,1,0,12,0,True,27C,978
2,4,3,1,0,12,0,False,27C,979
2,4,3,1,0,12,0,True,27C,980
4,8,6,2,0,12,0,False,28C,981
4,8,6,2,0,12,0,False,28C,982
4,8,6,2,0,12,0,False,28C,983
4,8,6,2,0,12,0,False,28C,984
4,8,6,2,0,12,0,False,28C,985
4,8,6,2,0,12,0,False,28C,986
4,8,6,2,0,12,0,False,28C,987
4,8,3,1,0,12,0,False,29C,988
4,8,3,1,0,12,0,False,29C,989
4,8,3,1,0,12,0,False,29C,990
4,8,3,1,0,12,0,False,29C,991
4,8,3,1,0,12,0,False,29C,992
4,8,3,1,0,12,0,False,29C,993
4,8,3,1,0,12,0,False,29C,994
2,2,2,1,0,16,0,False,6C,995
2,2,2,1,0,16,0,True,6C,996
2,2,2,1,0,16,0,False,6C,997
2,2,2,1,0,16,0,True,6C,998
4,4,2,1,0,16,0,False,10C,999
4,4,2,1,0,16,0,True,10C,1000
4,4,2,1,0,16,0,False,10C,1001
4,4,2,1,0,16,0,True,10C,1002
8,8,2,1,0,16,0,False,15C,1003
8,8,2,1,0,16,0,False,15C,1004
4,4,4,2,0,16,0,False,30C,1005
4,4,4,2,0,16,0,True,30C,1006
4,4,4,2,0,16,0,False,30C,1007
4,4,4,2,0,16,0,True,30C,1008
4,4,4,2,0,16,0,False,30C,1009
4,4,4,2,0,16,0,True,30C,1010
4,4,4,2,0,16,0,False,30C,1011
4,4,4,2,0,16,0,True,30C,1012
4,4,4,2,0,16,0,False,30C,1013
4,4,4,2,0,16,0,True,30C,1014
4,4,4,2,0,16,0,False,30C,1015
4,4,4,2,0,16,0,True,30C,1016
4,4,4,2,0,16,0,False,30C,1017
4,4,4,2,0,16,0,True,30C,1018
4,4,8,4,0,16,0,False,31C,1019
4,4,8,4,0,16,0,True,31C,1020
4,4,8,4,0,16,0,False,31C,1021
4,4,8,4,0,16,0,True,31C,1022
4,4,8,4,0,16,0,False,31C,1023
4,4,8,4,0,16,0,True,31C,1024
4,4,8,4,0,16,0,False,31C,1025
4,4,8,4,0,16,0,True,31C,1026
4,4,8,4,0,16,0,False,31C,1027
4,4,8,4,0,16,0,True,31C,1028
4,4,8,4,0,16,0,False,31C,1029
4,4,8,4,0,16,0,True,31C,1030
4,4,8,4,0,16,0,False,31C,1031
4,4,8,4,0,16,0,True,31C,1032
2,2,3,2,0,12,0,False,22C,1033
2,2,3,2,0,12,0,True,22C,1034
2,2,3,2,0,12,0,False,22C,1035
2,2,3,2,0,12,0,True,22C,1036
2,2,3,2,0,12,0,False,22C,1037
2,2,3,2,0,12,0,True,22C,1038
2,2,3,2,0,12,0,False,22C,1039
2,2,3,2,0,12,0,True,22C,1040
2,2,3,2,0,12,0,False,22C,1041
2,2,3,2,0,12,0,True,22C,1042
4,4,3,2,0,12,0,False,23C,1043
4,4,3,2,0,12,0,True,23C,1044
4,4,3,2,0,12,0,False,23C,1045
4,4,3,2,0,12,0,True,23C,1046
4,4,3,2,0,12,0,False,23C,1047
4,4,3,2,0,12,0,True,23C,1048
4,4,3,2,0,12,0,False,23C,1049
4,4,3,2,0,12,0,True,23C,1050
4,4,3,2,0,12,0,False,23C,1051
4,4,3,2,0,12,0,True,23C,1052
8,8,3,2,0,12,0,False,24C,1053
8,8,3,2,0,12,0,False,24C,1054
8,8,3,2,0,12,0,False,24C,1055
8,8,3,2,0,12,0,False,24C,1056
8,8,3,2,0,12,0,False,24C,1057
4,4,6,4,0,12,0,False,32C,1058
4,4,6,4,0,12,0,True,32C,1059
4,4,6,4,0,12,0,False,32C,1060
4,4,6,4,0,12,0,True,32C,1061
4,4,6,4,0,12,0,False,32C,1062
4,4,6,4,0,12,0,True,32C,1063
4,4,6,4,0,12,0,False,32C,1064
4,4,6,4,0,12,0,True,32C,1065
4,4,6,4,0,12,0,False,32C,1066
4,4,6,4,0,12,0,True,32C,1067
4,2,8,8,0,16,0,False,33C,1068
4,2,8,8,0,16,0,True,33C,1069
4,2,8,8,0,16,0,False,33C,1070
4,2,8,8,0,16,0,True,33C,1071
4,2,8,8,0,16,0,False,33C,1072
4,2,8,8,0,16,0,True,33C,1073
4,2,8,8,0,16,0,False,33C,1074
4,2,8,8,0,16,0,True,33C,1075
8,2,1,2,1,16,0,False,18C,1076
4,2,2,2,0,16,0,False,12B,1077
4,2,2,2,0,16,0,True,12B,1078
4,2,2,2,0,16,0,False,12B,1079
4,2,2,2,0,16,0,True,12B,1080
4,2,1,1,1,16,0,False,62B,1081
4,2,1,1,1,16,0,True,62B,1082
4,2,1,1,1,16,0,False,62B,1083
4,2,1,1,1,16,0,True,62B,1084
4,2,1,1,1,16,0,False,62B,1085
4,2,1,1,1,16,0,True,62B,1086
4,2,1,1,1,16,0,False,62B,1087
4,2,1,1,1,16,0,True,62B,1088
4,2,1,1,1,16,0,False,62B,1089
4,2,1,1,1,16,0,True,62B,1090
4,2,1,1,1,16,0,False,62B,1091
4,2,1,1,1,16,0,True,62B,1092
4,2,1,1,1,16,0,False,62B,1093
4,2,1,1,1,16,0,True,62B,1094
8,4,1,1,1,16,0,False,17B,1095
8,4,1,1,1,16,0,False,17B,1096
8,2,1,2,1,16,0,False,63B,1097
8,2,1,2,1,16,0,False,63B,1098
8,2,1,2,1,16,0,False,63B,1099
8,2,1,2,1,16,0,False,63B,1100
1,4,6,1,0,12,0,True,25C,1101
1,4,6,1,0,12,0,False,25C,1102
1,2,4,1,0,16,0,False,2C,1103
1,2,4,1,0,16,0,True,2C,1104
2,4,4,1,0,16,0,False,5C,1105
2,4,4,1,0,16,0,True,5C,1106
3,6,4,1,0,16,0,False,8C,1107
3,6,4,1,0,16,0,True,8C,1108
4,8,8,2,0,16,0,False,21C,1109
4,8,8,2,0,16,0,True,21C,1110
6,12,4,1,0,16,0,False,14C,1111
8,16,4,1,0,16,0,False,16C,1112
2,2,2,1,0,16,0,False,6B,1113
2,2,2,1,0,16,0,True,6B,1114
8,8,2,1,0,16,0,False,15B,1115
