L,M,F,S,HD,Np,CS,DualLink,jesd_mode,Mode
4,4,8,4,0,16,0,False,204C,2051
4,2,4,4,0,16,0,True,204C,2052
1,2,3,1,0,12,0,True,204C,2053
1,2,6,2,0,12,0,True,204C,2054
2,4,3,1,0,12,0,True,204C,2055
2,4,6,2,0,12,0,True,204C,2056
4,8,3,1,0,12,0,True,204C,2057
4,8,6,2,0,12,0,True,204C,2058
8,8,3,1,0,24,0,False,204C,2059
8,8,6,2,0,24,0,False,204C,2060
1,2,4,1,0,16,0,False,204B,2061
1,2,4,1,0,16,0,False,204C,2062
1,2,8,2,0,16,0,False,204C,2063
2,4,6,1,0,24,0,False,204C,2064
2,4,12,2,0,24,0,False,204C,2065
8,1,1,4,1,16,0,False,204C,2066
8,1,2,8,0,16,0,False,204C,2067
1,16,32,1,0,16,0,False,204B,2068
2,8,12,1,0,24,0,False,204C,2069
1,16,32,1,0,16,0,False,204B,2070
2,8,6,1,0,12,0,False,204B,2071
